"id","user_id","vehicle_model_id","package_id","travel_type_id","from_area_id","to_area_id","from_city_id","to_city_id","from_date","to_date","online_booking","mobile_site_booking","booking_created","from_lat","from_long","to_lat","to_long","X","X.1","Car_Cancellation"
132845,9506,12,NA,2,572,601,NA,NA,7,NA,0,0,6,12.91873,77.61494,13.02434,77.56593,NA,NA,"0"
132848,14760,12,NA,2,1010,571,NA,NA,7,NA,0,0,6,12.96691,77.74935,12.95185,77.69642,NA,NA,"0"
132852,22361,12,NA,2,1331,1238,NA,NA,7,NA,0,0,6,12.896203,77.598108,12.92323,77.59203,NA,NA,"0"
132854,18577,12,NA,2,1010,1189,NA,NA,7,NA,0,0,6,12.96691,77.74935,12.91873,77.61494,NA,NA,"0"
132855,22362,12,NA,2,768,393,NA,NA,7,NA,0,0,6,12.98999,77.55332,13.19956,77.70688,NA,NA,"0"
132859,21864,12,NA,2,1384,1063,NA,NA,7,NA,1,0,7,13.02853,77.54625,12.934477,77.611284,NA,NA,"0"
132866,16,28,NA,2,1063,52,NA,NA,7,NA,0,0,7,12.934477,77.611284,12.94329,77.54281,NA,NA,"0"
132867,59,12,NA,2,293,601,NA,NA,7,NA,0,0,7,12.849482,77.663187,13.02434,77.56593,NA,NA,"0"
132869,21542,12,NA,2,1371,136,NA,NA,1,NA,0,0,7,13.000418,77.674835,12.90796,77.62418,NA,NA,"0"
132873,22370,12,NA,2,1089,1010,NA,NA,7,NA,0,0,7,12.99517,77.731147,12.96691,77.74935,NA,NA,"0"
132875,22370,12,NA,2,1089,994,NA,NA,7,NA,0,0,7,12.99517,77.731147,12.93965,77.74657,NA,NA,"0"
132879,2422,12,NA,2,571,452,NA,NA,7,NA,0,0,7,12.95185,77.69642,12.95278,77.59088,NA,NA,"0"
132880,22374,12,NA,2,541,1165,NA,NA,7,NA,0,0,7,12.93524,77.61997,12.990947,77.687112,NA,NA,"0"
132883,4751,12,2,3,58,NA,NA,NA,7,NA,0,0,7,12.88963,77.60119,NA,NA,NA,NA,"0"
132885,21717,12,1,3,1255,NA,NA,NA,1,"1/6/2013",1,0,7,13.016558,77.621498,NA,NA,NA,NA,"0"
132890,6449,12,NA,2,977,393,NA,NA,2,NA,0,0,7,12.969933,77.533286,13.19956,77.70688,NA,NA,"0"
132898,22382,28,NA,2,1061,1021,NA,NA,7,NA,0,0,7,12.924878,77.566255,13.02853,77.54625,NA,NA,"0"
132901,22383,12,NA,2,293,296,NA,NA,1,NA,0,0,7,12.849482,77.663187,12.96662,77.59868,NA,NA,"0"
132917,14257,12,NA,2,1257,1053,NA,NA,1,NA,0,0,7,12.934477,77.611284,12.912799,77.589784,NA,NA,"0"
132918,2053,12,1,3,1373,NA,NA,NA,7,NA,0,0,7,13.037255,77.58166,NA,NA,NA,NA,"0"
132923,21105,23,2,3,949,NA,NA,NA,7,NA,0,0,7,12.98275,77.61582,NA,NA,NA,NA,"0"
132928,7995,12,NA,2,1086,1384,NA,NA,7,NA,1,0,7,12.907487,77.64729,13.02853,77.54625,NA,NA,"0"
132930,24916,12,1,3,1383,NA,NA,NA,1,NA,0,0,7,12.930451,77.685822,NA,NA,NA,NA,"0"
132935,22395,12,NA,2,784,571,NA,NA,7,NA,0,0,7,12.96634,77.60709,12.95185,77.69642,NA,NA,"0"
132942,20720,12,1,3,1056,NA,NA,NA,1,NA,0,0,7,12.919199,77.60931,NA,NA,NA,NA,"0"
132945,33981,12,NA,2,689,585,NA,NA,2,NA,1,0,7,12.97672,77.64927,12.97677,77.5727,NA,NA,"0"
132946,22400,12,NA,2,450,393,NA,NA,1,NA,0,0,7,12.9334,77.62652,13.19956,77.70688,NA,NA,"0"
132953,22403,12,NA,2,585,1301,NA,NA,1,NA,0,0,7,12.97677,77.5727,12.937222,77.626915,NA,NA,"0"
132958,19414,28,NA,2,949,393,NA,NA,2,NA,0,0,7,12.98275,77.61582,13.19956,77.70688,NA,NA,"0"
132965,22413,12,NA,2,1388,393,NA,NA,1,NA,0,0,1,12.919722,77.592806,13.19956,77.70688,NA,NA,"0"
132972,1649,12,NA,2,393,344,NA,NA,1,NA,0,0,1,13.19956,77.70688,12.94788,77.67092,NA,NA,"0"
132975,22419,87,2,3,571,NA,NA,NA,1,NA,0,0,1,12.95185,77.69642,NA,NA,NA,NA,"0"
132981,15800,12,NA,2,601,689,NA,NA,1,NA,0,0,1,13.02434,77.56593,12.97672,77.64927,NA,NA,"0"
132984,33981,12,NA,2,689,410,NA,NA,1,NA,0,0,1,12.97672,77.64927,13.05121,77.54113,NA,NA,"0"
132985,15400,12,1,3,479,NA,NA,NA,1,NA,0,0,1,13.02298,77.60922,NA,NA,NA,NA,"0"
132988,4778,12,NA,2,1136,393,NA,NA,1,NA,1,0,1,12.99049,77.69798,13.19956,77.70688,NA,NA,"0"
132995,22428,12,NA,2,83,1063,NA,NA,1,NA,0,0,1,12.92415,77.67229,12.934477,77.611284,NA,NA,"0"
133008,21858,12,NA,2,1181,58,NA,NA,1,NA,0,0,1,12.97896,77.67345,12.88963,77.60119,NA,NA,"0"
133021,22444,12,NA,2,150,393,NA,NA,2,NA,0,0,1,12.89724,77.61065,13.19956,77.70688,NA,NA,"0"
133023,8467,12,1,3,471,NA,NA,NA,1,"1/6/2013",1,0,1,13.01854,77.63524,NA,NA,NA,NA,"0"
133026,22428,12,NA,2,1281,83,NA,NA,1,NA,0,0,1,12.934634,77.611283,12.92415,77.67229,NA,NA,"0"
133038,22449,12,NA,2,1262,1192,NA,NA,1,NA,0,0,1,12.81575,77.68465,12.97677,77.5727,NA,NA,"0"
133045,22453,12,NA,2,822,393,NA,NA,1,NA,0,0,1,13.01024,77.58056,13.19956,77.70688,NA,NA,"0"
133046,22454,12,NA,2,1010,571,NA,NA,1,NA,1,0,1,12.96691,77.74935,12.95185,77.69642,NA,NA,"0"
133050,22458,12,NA,2,1192,396,NA,NA,1,NA,0,0,1,12.97677,77.5727,12.92073,77.66482,NA,NA,"0"
133054,22451,65,NA,2,974,393,NA,NA,1,NA,0,0,1,13.07557,77.55904,13.19956,77.70688,NA,NA,"0"
133055,15932,12,NA,2,1191,1038,NA,NA,2,NA,1,0,1,13.03017,77.56684,12.981266,77.637162,NA,NA,"0"
133057,22461,12,1,3,149,NA,NA,NA,2,NA,0,0,1,12.93022,77.56039,NA,NA,NA,NA,"0"
133068,22465,12,NA,2,1010,176,NA,NA,2,NA,0,0,2,12.96691,77.74935,12.9073,77.69512,NA,NA,"0"
133069,12973,12,NA,2,137,97,NA,NA,2,NA,0,0,2,12.81575,77.68465,12.97943,77.66125,NA,NA,"0"
133070,17664,12,NA,2,767,221,NA,NA,2,NA,1,0,2,12.9122,77.51043,12.98541,77.57891,NA,NA,"0"
133089,17225,24,NA,2,391,393,NA,NA,2,NA,0,0,2,12.98099,77.60209,13.19956,77.70688,NA,NA,"0"
133104,19387,12,NA,2,1068,776,NA,NA,2,NA,1,0,2,13.044009,77.606805,13.01508,77.67796,NA,NA,"0"
133111,19424,24,NA,2,393,458,NA,NA,2,NA,0,0,2,13.19956,77.70688,13.00037,77.72746,NA,NA,"0"
133140,22497,12,NA,2,1056,393,NA,NA,7,NA,1,0,2,12.919199,77.60931,13.19956,77.70688,NA,NA,"0"
133141,22498,12,NA,2,1058,1063,NA,NA,2,NA,0,0,2,12.914535,77.631658,12.934477,77.611284,NA,NA,"0"
133151,22504,12,NA,2,1390,393,NA,NA,3,NA,0,0,2,12.969368,77.641302,13.19956,77.70688,NA,NA,"0"
133153,22506,12,NA,2,1058,585,NA,NA,3,NA,0,0,2,12.914535,77.631658,12.97677,77.5727,NA,NA,"0"
133154,22507,12,NA,2,297,142,NA,NA,3,NA,0,0,2,12.99789,77.61488,12.91281,77.60923,NA,NA,"0"
133164,22514,12,2,3,393,NA,NA,NA,3,NA,0,0,3,13.19956,77.70688,NA,NA,NA,NA,"0"
133168,22517,12,NA,2,1102,1010,NA,NA,3,NA,0,0,3,12.93652,77.54481,12.96691,77.74935,NA,NA,"0"
133169,21282,12,NA,2,393,1175,NA,NA,3,NA,0,0,3,13.19956,77.70688,12.959979,77.647998,NA,NA,"0"
133171,22518,12,NA,2,1057,392,NA,NA,3,NA,0,0,3,12.916156,77.643803,12.986284,77.735245,NA,NA,"0"
133176,5322,12,NA,2,455,61,NA,NA,4,NA,0,0,3,12.999874,77.67812,12.96298,77.71229,NA,NA,"0"
133178,1256,12,1,3,58,NA,NA,NA,3,NA,0,0,3,12.88963,77.60119,NA,NA,NA,NA,"0"
133183,21626,12,1,3,410,NA,NA,NA,4,NA,0,0,3,13.05121,77.54113,NA,NA,NA,NA,"0"
133187,21889,12,NA,2,83,393,NA,NA,3,NA,1,0,3,12.92415,77.67229,13.19956,77.70688,NA,NA,"0"
133188,1489,28,1,3,297,NA,NA,NA,3,"1/8/2013",0,0,3,12.99789,77.61488,NA,NA,NA,NA,"0"
133209,22530,12,NA,2,1032,393,NA,NA,3,NA,0,0,3,12.913301,77.685592,13.19956,77.70688,NA,NA,"0"
133211,6474,65,NA,1,142,NA,1,131,7,"1/20/2013",1,0,3,12.91281,77.60923,NA,NA,NA,NA,"0"
133218,33008,85,NA,2,1021,1010,NA,NA,4,NA,0,0,3,13.02853,77.54625,12.96691,77.74935,NA,NA,"0"
133226,18027,12,NA,2,1010,136,NA,NA,4,NA,0,0,3,12.96691,77.74935,12.90796,77.62418,NA,NA,"0"
133233,13669,12,NA,2,1165,585,NA,NA,4,NA,1,0,3,12.990947,77.687112,12.97677,77.5727,NA,NA,"0"
133243,864,12,NA,2,1084,1378,NA,NA,4,NA,0,0,3,12.892657,77.581866,12.827912,77.679642,NA,NA,"0"
133246,22549,28,NA,2,949,1102,NA,NA,4,NA,0,0,4,12.98275,77.61582,12.93652,77.54481,NA,NA,"0"
133253,21520,12,NA,2,1096,1021,NA,NA,5,NA,0,0,4,12.96519,77.71932,13.02853,77.54625,NA,NA,"0"
133260,22558,12,NA,2,1189,393,NA,NA,4,NA,0,0,4,12.91873,77.61494,13.19956,77.70688,NA,NA,"0"
133275,22565,12,NA,2,83,585,NA,NA,4,NA,1,0,4,12.92415,77.67229,12.97677,77.5727,NA,NA,"0"
133291,81,28,NA,2,97,484,NA,NA,6,NA,1,0,4,12.97943,77.66125,12.90013,77.48279,NA,NA,"0"
133298,22579,12,NA,2,253,793,NA,NA,4,NA,0,0,4,12.97635,77.61468,13.02239,77.59492,NA,NA,"0"
133301,22581,12,NA,2,542,585,NA,NA,4,NA,0,0,4,12.93823,77.62289,12.97677,77.5727,NA,NA,"0"
133302,22582,12,NA,2,1194,570,NA,NA,4,NA,0,0,4,13.00446,77.56923,12.94832,77.5882,NA,NA,"0"
133319,81,12,NA,2,97,206,NA,NA,5,NA,1,0,4,12.97943,77.66125,12.97561,77.60233,NA,NA,"0"
133330,22600,12,NA,2,1186,393,NA,NA,5,NA,0,0,4,13.00983,77.62967,13.19956,77.70688,NA,NA,"0"
133341,16829,28,1,3,832,NA,NA,NA,5,"1/10/2013",1,0,4,12.88019,77.64558,NA,NA,NA,NA,"0"
133343,19489,24,NA,2,308,393,NA,NA,5,"1/10/2013",1,0,5,12.99049,77.69798,13.19956,77.70688,NA,NA,"0"
133344,22609,12,NA,2,492,585,NA,NA,5,NA,1,0,5,12.851218,77.521664,12.97677,77.5727,NA,NA,"0"
133345,22610,12,1,3,448,NA,NA,NA,6,"1/11/2013",1,0,5,12.92732,77.63575,NA,NA,NA,NA,"0"
133348,22612,85,NA,2,1230,293,NA,NA,5,NA,0,0,5,13.02239,77.59492,12.849482,77.663187,NA,NA,"0"
133349,564,65,2,3,1305,NA,NA,NA,5,"1/10/2013",1,0,5,12.964789,77.598602,NA,NA,NA,NA,"0"
133359,22620,12,NA,2,570,393,NA,NA,6,NA,0,0,5,12.94832,77.5882,13.19956,77.70688,NA,NA,"0"
133365,1870,12,1,3,352,NA,NA,NA,5,NA,0,0,5,13.03369,77.62821,NA,NA,NA,NA,"0"
133369,22564,12,NA,2,585,571,NA,NA,5,NA,0,0,5,12.97677,77.5727,12.95185,77.69642,NA,NA,"0"
133380,22634,12,NA,2,1096,458,NA,NA,5,NA,0,0,5,12.96519,77.71932,13.00037,77.72746,NA,NA,"0"
133409,22650,12,NA,2,1102,1147,NA,NA,5,NA,0,0,5,12.93652,77.54481,13.03064,77.6491,NA,NA,"0"
133414,8769,12,NA,2,393,83,NA,NA,7,NA,1,0,5,13.19956,77.70688,12.92415,77.67229,NA,NA,"0"
133423,3725,12,NA,2,1017,585,NA,NA,6,NA,0,0,5,13.11084,77.60074,12.97677,77.5727,NA,NA,"0"
133425,7071,28,NA,2,689,105,NA,NA,6,NA,0,0,5,12.97672,77.64927,13.01766,77.64503,NA,NA,"0"
133427,22656,12,1,3,689,NA,NA,NA,5,NA,0,0,5,12.97672,77.64927,NA,NA,NA,NA,"0"
133428,22657,12,2,3,824,NA,NA,NA,6,NA,0,0,5,13.06557,77.58646,NA,NA,NA,NA,"0"
133430,22660,12,NA,2,1026,218,NA,NA,1,NA,0,0,5,13.10482,77.57631,12.96799,77.58882,NA,NA,"0"
133435,22664,12,NA,2,776,393,NA,NA,6,NA,1,0,5,13.01508,77.67796,13.19956,77.70688,NA,NA,"0"
133437,22666,12,NA,2,89,1107,NA,NA,1,NA,0,0,5,12.96519,77.71932,12.98411,77.532871,NA,NA,"0"
133441,22670,12,NA,2,1263,1373,NA,NA,5,NA,0,0,5,12.96897,77.59456,13.037255,77.58166,NA,NA,"0"
133444,16504,12,NA,2,571,585,NA,NA,6,NA,1,0,5,12.95185,77.69642,12.97677,77.5727,NA,NA,"0"
133447,19124,12,NA,2,1038,788,NA,NA,6,NA,0,0,5,12.981266,77.637162,12.92471,77.49867,NA,NA,"0"
133452,22675,12,1,3,463,NA,NA,NA,6,"1/11/2013",1,0,5,12.96037,77.58132,NA,NA,NA,NA,"0"
133460,12827,12,NA,2,793,1038,NA,NA,6,NA,0,0,6,13.02239,77.59492,12.981266,77.637162,NA,NA,"0"
133463,24527,12,NA,2,1120,393,NA,NA,6,NA,1,0,6,12.89724,77.61065,13.19956,77.70688,NA,NA,"0"
133465,22664,12,2,3,776,NA,NA,NA,6,NA,0,0,6,13.01508,77.67796,NA,NA,NA,NA,"0"
133467,26148,12,2,3,571,NA,NA,NA,6,NA,0,0,6,12.95185,77.69642,NA,NA,NA,NA,"0"
133472,22683,65,NA,2,833,393,NA,NA,6,NA,0,0,6,12.95862,77.69602,13.19956,77.70688,NA,NA,"0"
133480,22685,12,2,3,115,NA,NA,NA,6,NA,0,0,6,12.99319,77.54472,NA,NA,NA,NA,"0"
133489,22687,12,NA,2,344,393,NA,NA,6,NA,0,0,6,12.94788,77.67092,13.19956,77.70688,NA,NA,"0"
133501,4942,12,NA,2,353,1021,NA,NA,6,NA,0,0,6,13.03241,77.59914,13.02853,77.54625,NA,NA,"0"
133506,22694,12,1,3,142,NA,NA,NA,6,NA,0,0,6,12.91281,77.60923,NA,NA,NA,NA,"0"
133510,21029,12,NA,2,1189,85,NA,NA,7,NA,1,0,6,12.91873,77.61494,12.95755,77.71803,NA,NA,"0"
133521,22989,12,NA,2,1083,393,NA,NA,7,NA,1,0,6,12.900648,77.589183,13.19956,77.70688,NA,NA,"0"
133524,20720,12,NA,2,1010,1358,NA,NA,6,NA,0,0,6,12.96691,77.74935,12.933609,77.61656,NA,NA,"0"
133540,22712,12,NA,2,391,1214,NA,NA,6,NA,1,0,6,12.98099,77.60209,12.97672,77.64927,NA,NA,"0"
133542,17854,12,NA,2,1161,392,NA,NA,6,NA,0,0,6,12.92732,77.63575,12.986284,77.735245,NA,NA,"0"
133544,22715,12,NA,2,1021,353,NA,NA,6,NA,0,0,6,13.02853,77.54625,13.03241,77.59914,NA,NA,"0"
133547,22719,65,NA,2,393,1038,NA,NA,7,NA,1,0,6,13.19956,77.70688,12.981266,77.637162,NA,NA,"0"
133549,22722,12,NA,2,1147,393,NA,NA,6,NA,0,0,6,13.03064,77.6491,13.19956,77.70688,NA,NA,"0"
133556,22459,12,NA,2,115,363,NA,NA,6,NA,0,0,6,12.99319,77.54472,12.99287,77.71662,NA,NA,"0"
133559,22727,85,NA,2,988,1384,NA,NA,6,NA,1,0,6,12.95365,77.62137,13.02853,77.54625,NA,NA,"0"
133561,22727,85,NA,2,1384,988,NA,NA,7,NA,0,0,6,13.02853,77.54625,12.95365,77.62137,NA,NA,"0"
133573,16614,12,NA,2,1384,1130,NA,NA,7,NA,0,0,6,13.02853,77.54625,12.93711,77.60171,NA,NA,"0"
133575,17664,12,NA,2,767,1234,NA,NA,7,NA,1,0,6,12.9122,77.51043,12.98635,77.58203,NA,NA,"0"
133576,40790,12,NA,2,147,393,NA,NA,7,NA,0,0,6,12.977544,77.6688,13.19956,77.70688,NA,NA,"0"
133586,22746,12,NA,2,393,271,NA,NA,7,NA,1,0,6,13.19956,77.70688,12.95641,77.64076,NA,NA,"0"
133593,22752,12,NA,2,414,968,NA,NA,7,NA,0,0,6,13.00397,77.59964,12.96555,77.61912,NA,NA,"0"
133612,868,12,2,3,219,NA,NA,NA,7,NA,0,0,7,12.97029,77.56597,NA,NA,NA,NA,"0"
133617,22763,12,NA,2,667,142,NA,NA,7,NA,0,0,7,12.97165,77.51316,12.91281,77.60923,NA,NA,"0"
133619,81,12,NA,2,97,484,NA,NA,3,NA,0,0,7,12.97943,77.66125,12.90013,77.48279,NA,NA,"0"
133628,14994,28,NA,2,1323,585,NA,NA,7,NA,0,0,7,12.869805,77.653211,12.97677,77.5727,NA,NA,"0"
133631,22769,85,NA,2,393,571,NA,NA,7,NA,1,0,7,13.19956,77.70688,12.95185,77.69642,NA,NA,"0"
133635,22770,65,NA,2,83,393,NA,NA,1,NA,0,0,7,12.92415,77.67229,13.19956,77.70688,NA,NA,"0"
133636,22771,24,NA,2,393,420,NA,NA,7,NA,0,0,7,13.19956,77.70688,12.94396,77.51043,NA,NA,"0"
133637,22772,12,NA,2,157,585,NA,NA,7,NA,0,0,7,13.00858,77.66079,12.97677,77.5727,NA,NA,"0"
133642,17664,12,NA,2,1234,767,NA,NA,7,NA,1,0,7,12.98635,77.58203,12.9122,77.51043,NA,NA,"0"
133644,22748,12,NA,2,603,768,NA,NA,7,NA,0,0,7,12.97357,77.61043,12.98999,77.55332,NA,NA,"0"
133648,868,12,NA,2,219,1154,NA,NA,1,NA,0,0,7,12.97029,77.56597,12.87153,77.60206,NA,NA,"0"
133654,22777,12,NA,2,353,1166,NA,NA,7,NA,0,0,7,13.03241,77.59914,12.997198,77.669514,NA,NA,"0"
133656,14257,12,NA,2,542,1053,NA,NA,1,NA,0,0,7,12.93823,77.62289,12.912799,77.589784,NA,NA,"0"
133662,22783,12,NA,2,559,450,NA,NA,1,NA,0,0,7,12.97173,77.59829,12.9334,77.62652,NA,NA,"0"
133668,22784,12,NA,1,308,NA,15,32,1,"1/13/2013",0,0,7,12.99049,77.69798,NA,NA,NA,NA,"0"
133669,18875,85,NA,2,1087,1102,NA,NA,7,NA,1,0,7,12.909579,77.638063,12.93652,77.54481,NA,NA,"0"
133679,40444,12,1,3,689,NA,NA,NA,7,NA,0,0,7,12.97672,77.64927,NA,NA,NA,NA,"0"
133680,18178,12,NA,2,149,271,NA,NA,7,NA,0,0,7,12.93022,77.56039,12.95641,77.64076,NA,NA,"0"
133694,4038,12,NA,2,1087,393,NA,NA,1,NA,0,0,7,12.909579,77.638063,13.19956,77.70688,NA,NA,"0"
133704,23001,85,NA,2,1384,83,NA,NA,7,NA,0,0,7,13.02853,77.54625,12.92415,77.67229,NA,NA,"0"
133706,22803,12,NA,2,1052,1021,NA,NA,1,NA,1,0,7,12.912695,77.576265,13.02853,77.54625,NA,NA,"0"
133725,22673,12,NA,2,451,393,NA,NA,1,NA,0,0,1,12.9739,77.57914,13.19956,77.70688,NA,NA,"0"
133731,22814,12,1,3,156,NA,NA,NA,1,NA,0,0,1,13.02622,77.70143,NA,NA,NA,NA,"0"
133739,16573,12,NA,2,689,393,NA,NA,1,NA,1,0,1,12.97672,77.64927,13.19956,77.70688,NA,NA,"0"
133741,22821,12,NA,2,1101,393,NA,NA,2,NA,1,0,1,12.93652,77.54481,13.19956,77.70688,NA,NA,"0"
133748,22825,12,NA,2,433,625,NA,NA,1,NA,0,0,1,12.91226,77.59773,12.95431,77.6553,NA,NA,"0"
133749,22826,85,NA,2,1333,393,NA,NA,1,NA,0,0,1,12.895675,77.602293,13.19956,77.70688,NA,NA,"0"
133762,22838,12,NA,2,1026,852,NA,NA,1,NA,0,0,1,13.10482,77.57631,12.98758,77.60512,NA,NA,"0"
133765,5878,12,2,3,949,NA,NA,NA,1,NA,0,0,1,12.98275,77.61582,NA,NA,NA,NA,"0"
133770,22843,65,2,3,392,NA,NA,NA,1,"1/13/2013",1,0,1,12.986284,77.735245,NA,NA,NA,NA,"0"
133777,22847,12,1,3,83,NA,NA,NA,1,NA,0,0,1,12.92415,77.67229,NA,NA,NA,NA,"0"
133786,22852,12,NA,2,1010,572,NA,NA,2,NA,0,0,1,12.96691,77.74935,12.91873,77.61494,NA,NA,"0"
133788,22854,54,NA,1,496,NA,15,32,2,"1/14/2013",0,0,1,13.05845,77.64075,NA,NA,NA,NA,"0"
